Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Botswana,BWA,"Gross intake ratio in first grade of primary education, total (% of relevant age group)",SE.PRM.GINT.ZS,..,..,..,..,..,..,..,..,..,..,64.29511261,50.90401077,63.59072113,94.66831207,88.18937683,104.4104309,94.23137665,96.82569885,88.27242279,95.71098328,107.5637131,99.94593811,98.01966858,101.6404266,110.0696411,111.4156876,110.8075714,112.638588,120.1838989,118.3871002,116.7773666,120.9414368,120.1114197,114.8700638,116.710022,120.4803009,120.8624725,..,118.827179,117.9278564,117.9262,122.09668,118.24064,115.01337,110.61198,115.30115,113.63531,108.63957,102.46676,..,..,..,104.7495,103.5029,97.61289,..,..,..,..,..
Botswana,BWA,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.9,..,..,..,..,..,..,..,13.5,..,..,..,..,..,..,..,..,11.4,..,..,..,..,..,..,5.8,..,..,..,..,..,4.3,..,..,..,..
Botswana,BWA,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Burkina Faso,BFA,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,200000,1350000,4430000,4140000,15400000,17270000,16860000,19620000,22810000,24000000,21990000,28790000,34320000,56900000,96320000,88500000,79870000,109070000,156880000,196160000,209960000,214830000,210190000,181140000,182980000,188490000,268910000,268180000,286780000,265280000,326530000,419650000,433380000,468990000,433100000,490450000,419240000,369110000,400120000,398760000,179780000,390940000,440270000,540840000,647380000,698190000,900550000,942720000,1000380000,1083700000,1044620000,981980000,1152320000,1045080000,1123360000,996990000,1027490000,885390000,..,..
Burkina Faso,BFA,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,..,..,..,..,..,..,..,..,..,..,0.087259211,0.207292002,-0.120982603,0.652070347,0.355085797,0.031769942,0.209988128,0.439336528,0.078384455,0.085497718,0.001226996,0.136979968,0.111010245,0.123808673,0.114593964,-0.091902568,0.154144192,0.056162249,0.141815201,0.216923781,0.014832481,0.018181553,0.138959121,0.136293174,0.969328341,0.412551084,0.627288466,0.39898399,0.157122676,0.264749641,0.88324766,0.325812191,0.501105509,0.733078606,0.079142985,0.590441074,1.440342249,0.320222005,0.394960739,0.674222739,0.432438272,1.339578746,2.949121794,4.103597507,2.882850829,2.224797992,3.592125861,0.020813181,3.398296536,..
Burkina Faso,BFA,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1800086565,1644127049,1607086981,1458253632,1322982914,1415815545,1848929847,2137638942,2350400320,2343389745,2764302815,2792747127,1960817883,2048364333,1614445175,2008441015,2215551211,2088638011,2400059395,2691620229,2390595591,2564783862,2928615063,3831783112,4339872932,4839872087,5122859481,5866057276,7115579974,6975569640,7094645015,8056353889,8572169853,9288433761,9504426806,7625072202,7725863731,8770542311,..,..
Burkina Faso,BFA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,..,1.900608242,2.010371569,5.147524754,1.812216582,-0.656072018,2.303116945,-4.411008405,-0.263878695,6.913154193,1.783427218,3.377475325,7.296645255,2.677858966,11.01470938,8.176155974,6.725505666,18.66197634,14.5323255,7.753525513,8.694368528,13.58461938,9.046516419,5.409316963,6.501085288,0.757066706,-6.345676864,1.237323173,3.4085566,4.831620408,1.810015422,-3.967780749,0.227059619,-1.441839779,14.63896188,6.769569034,0.348705151,1.55619985,7.940316033,4.43648392,-0.819771968,3.179629518,3.837945803,1.48477964,0.09062731,3.739396495,-0.662821135,0.994991923,7.639188433,2.405470435,6.806101001,6.705946363,5.823973269,-2.129175315,-0.62037906,-3.073429795,-1.259733579,4.727340095,2.368030437,..
Burkina Faso,BFA,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,..,..,2.397870174,3.438760824,3.998410296,4.062123139,3.677389398,3.057196963,2.754643222,2.772264383,1.415894249,1.243647825,1.485372003,1.918221533,3.378293863,8.311314613,10.97981215,13.9569456,15.94057933,15.11723654,14.16371297,14.37067274,13.56684175,12.0327283,11.35624791,11.15492305,11.11707212,10.17370919,10.42778144,12.18861549,12.22346708,10.52115606,8.820053074,8.175143433,7.313587605,5.581466493,6.538199891,13.10840226,12.29860239,11.5375458,14.32645298,14.74248702,11.28921534,14.98899104,14.44095251,16.5469904,16.61560881,11.84613118,16.55937792,16.56306204,18.37146236,18.61329414,20.45021752,25.99512061,30.70922846,33.14095999,32.02584836,34.050353,34.79647013,..
Burkina Faso,BFA,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,83.1,..,..,..,81.6,..,..,..,..,57.3,..,..,..,..,..,55.3,..,..,..,..,43.7,..,..,..,..,..
Burkina Faso,BFA,"Gross intake ratio in first grade of primary education, total (% of relevant age group)",SE.PRM.GINT.ZS,..,..,..,..,..,..,..,..,..,..,..,14.09529972,16.02412033,16.25485992,16.42972946,16.01165962,16.42016983,16.14473915,17.99596024,18.29656982,19.90980911,22.05200005,23.24757957,25.92851067,26.23484993,32.19145966,..,32.2004509,29.20273972,32.94467163,33.47222137,33.69889832,32.0195694,36.58282089,35.10692978,45.81087112,45.73246002,..,..,46.20915985,46.93492,49.21614,51.04803,57.19621,70.91619,74.79348,75.46594,82.89318,89.95085,84.6123,90.17976,90.66561,92.93752,95.60018,100.5968,105.4033,106.5446,108.9544,111.0973,..
Burkina Faso,BFA,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,48.4,..,..,..,43,..,..,..,..,23.7,..,..,..,..,..,19.9,..,..,..,..,11.1,..,..,..,..,..
Burkina Faso,BFA,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.6,3.5,3.5,3.5,3.7,3.7,3.7,3.7,3.7,3.5,3.5,3.5,3.4,3.4,..
Cabo Verde,CPV,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,..,2720000,..,..,..,..,2410000,710000,..,10000,..,..,..,..,..,8650000,23970000,26060000,35060000,32480000,61840000,48690000,51390000,56190000,60600000,64310000,104080000,84460000,82390000,82980000,105280000,102000000,116480000,114960000,119670000,115730000,116460000,111010000,129770000,136970000,94650000,78060000,92500000,145330000,143780000,162870000,139110000,166050000,221880000,196770000,326980000,251370000,245640000,245160000,231390000,152820000,113360000,123000000,..,..
