Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Angola,AGO,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4125183407.63095,4556235216.77287,3794091645.77219,3610663861.82825,6046474022.31112,5202214239.65625,6493848989.01902,-233696235.558439,225747975.181175,-506251987.928312,1246379117.87464,1110001838.56161,1961627542.71529,2592257958.94907,671130909.55448,71003569.6663289,1851227521.76712,6268430255.517,7919158464.63455,8267704884.69747,10959280483.928,17266696198.4617,17136021298.3463,7966524443.94751,16556570078.0269,25886631725.5839,36191489624.2349,44936508119.2478,54993875952.3246,67319475744.8897,65290177866.4597,56217308967.147,64054513749.1511,..,..
Angola,AGO,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-2.10030616508335,0,0.0127635595984543,0.00118811155769549,19.0352057383646,-9.01306192046172,9.82331135214172,2.21377444879207,16.2796626876656,14.0074398234429,106.309982271022,476.51575086326,917.783468411763,2175.97895508759,1825.49514900731,4800.53164415744,95.4530221791129,39.3593483252693,557.501113091215,418.018991534099,106.352125501451,196.98410524691,93.9268544397287,33.4401786487082,42.3755606018204,17.1180976102743,4.30841552965401,19.3699205957861,-16.7610820511749,31.6891691992944,31.7715427854015,7.25571028111005,2.83974416372304,3.56082279298968,-3.51839026018669,21.7742995129639,22.6145047599887,34.8448720732219,..
Angola,AGO,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,52.6686155035197,4.77444609350407,10.027267885728,17.569505537679,7.21994885570439,-14.7554354298808,-0.319143226149962,4.09132131102715,5.27839030362826,5.61680791895606,1.87917944465968,-3.99577314973341,1.73530157709083,8.98428191178695,31.3369322605911,18.9611678819113,15.4976277701566,13.9477387314036,17.1393879941247,21.0548651481976,27.3915470639585,27.3349513337061,29.6126302932736,23.5945166616121,..
Angola,AGO,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32.3,..,..,..,..,..,..,..,30.1,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,"Gross intake ratio in first grade of primary education, total (% of relevant age group)",SE.PRM.GINT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,129.839797973633,117.916862487793,..,..,..,..,..,..,..,..,55.5195693969727,..,..,..,..,..,..,70.3542861938477,..,..,..,..,..,..,..,..,..,137.4107,135.71212,138.0258,156.7682,..,..,..,..,..,..,..,..
Angola,AGO,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.6,..,..,..,..,..,..,..,9.6,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.4,2.4,2.4,2.4,2.4,2.4,2.3,2.3,2.3,..,..,..,..,..,..
Angola,AGO,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,2400000,1860000,2160000,7540000,6690000,50000,-1170000,..,1870000,2000000,37420000,49050000,115810000,104330000,67140000,278000000,234000000,119000000,131000000,200000000,-334800000,664500000,287956000,302100000,170300000,472427000,180559000,411660000,1113970000,2471460000,878620000,2145470000,1743504000,3576971780,2197227820,-1303836930,-37714860,-893342152,1678971010,2205298180,-3227211182.45,-3023770965.83688,-1464627990.88284,-7120017424.4614,3657514667.49327,10028215162.6394,-179517618.92,-7397295409.18991,-5732491335.28017,..
Burundi,BDI,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,7530000,7190000,11070000,6160000,8090000,4860000,8930000,10410000,12970000,14930000,17670000,21680000,25760000,26860000,37350000,47470000,43800000,47640000,73910000,94340000,115950000,120650000,125400000,137610000,137670000,137160000,191310000,196620000,200500000,206240000,262550000,256400000,309280000,216950000,311110000,286950000,110520000,56400000,68750000,75100000,93310000,139250000,171910000,227600000,358820000,365580000,432020000,504550000,520430000,575750000,627610000,572240000,524170000,558830000,515400000,366540000,742470000,428410000,..,..
Burundi,BDI,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,713178533.862941,758964442.227797,755160027.581985,844517106.121575,761387534.573471,892805766.854347,901583683.714475,825241394.915147,785335696.784842,807481251.514038,798680161.360486,839404522.896806,761858396.118473,657384897.985435,623453808.123638,603604632.968207,479230069.017518,584789594.031165,515240880.926035,552425494.285491,620121642.602218,567028258.309659,488480664.834079,333061790.740687,469729697.05812,626774120.517427,779088306.203029,721766006.481817,856297534.57426,1004876299.16263,1293093262.00764,1396141671.24248,1650700406.40178,1743136674.28878,1930721791.27019,2262303572.5431,2121677919.25313,2297326308.24925,..,..
Burundi,BDI,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,..,20.0774363441753,-3.56741645371692,4.68714930236158,5.41721757309175,-1.02936377780813,3.15203396139832,-5.31798617188208,3.05681314978679,5.36187983573895,5.18451180670623,1.38021894715867,4.29080996997106,5.51044247156997,12.4551776396042,21.0869057883553,8.07494824629163,14.3041256056411,12.5077052233197,26.1307076115913,16.3840243620574,-6.06331508686374,5.67202154794811,6.42854880295909,17.2161949892026,5.06883897594021,-4.25741423685669,-3.41779507796691,3.49122270047903,14.7571848244411,5.98556154118282,4.09314079265334,5.40176069954678,7.74264567579903,6.63844545647953,16.1027117424962,14.4531114060499,32.3977892307747,11.4505560048054,14.9541402608853,38.944893203091,13.7164067920133,1.02785857373888,11.9457486448591,13.1461593314354,18.8415894769233,2.84566633376673,8.27337152019732,24.2157977378602,10.4587948547095,8.56155174707402,8.3642475860606,14.2924396823893,7.95545917610913,5.3048535699795,21.3340425387921,0.960470190066005,11.4491729184542,-2.85085706573125,..
Burundi,BDI,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,..,..,..,..,7.63950120377369,4.14455244796947,5.5884059572822,7.66745721428114,9.07922645040549,8.98335636603978,7.97679751025232,8.15550744224519,8.82502755216389,9.11061748873952,12.6298755034112,7.06850422439198,6.89297645026839,4.3398500756927,11.1319493884775,14.6898744332599,13.5978805297226,18.7566932907715,19.4473078188398,21.4022730433746,18.7518088194227,18.0119748398671,17.6260377110954,17.7084346656748,19.6500486957437,16.9504874309025,16.8285726075161,18.1424553322825,16.4456120010062,16.6648531373266,18.917769153516,15.9817104560659,21.1395286963132,19.9431738623104,22.2794102948526,26.1719148001757,21.6108284227819,23.8119818452261,26.2823005067546,26.3196806318565,25.6273635394878,23.3631451925273,28.5762500954271,23.8165019686743,19.7657260931832,22.7293339885896,26.6433417684674,29.6111343221965,28.834230096173,27.2273757377049,29.3650560012081,30.4527548607082,35.6828907551631,36.2037298352545,43.4501360701895,..
Burundi,BDI,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,81.1,..,..,..,..,..,84.1,..,..,..,..,..,..,..,77.7,..,..,..,..,..,..,71.8,..,..,..,..,..,..
Burundi,BDI,"Gross intake ratio in first grade of primary education, total (% of relevant age group)",SE.PRM.GINT.ZS,..,..,..,..,..,..,..,..,..,..,..,34.8697891235352,..,19.9512901306152,17.7938003540039,20.1461601257324,21.5450191497803,22.56369972229,24.5080795288086,23.2755298614502,26.2451000213623,27.6317100524902,30.9227409362793,59.7964706420898,55.1064186096191,56.3594589233398,58.7118797302246,68.1669006347656,78.2469863891602,63.0098304748535,62.7455101013184,65.3912200927734,55.4766082763672,57.6013298034668,..,..,..,..,..,..,64.37647,70.59347,75.91968,79.84533,87.20141,85.15803,167.23137,144.21236,127.05873,128.09547,133.8627,135.3317,131.5995,129.8626,132.5444,138.9454,139.5096,126.3799,128.0554,..
Burundi,BDI,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.8,..,..,..,..,..,44.8,..,..,..,..,..,..,..,32.9,..,..,..,..,..,..,30.4,..,..,..,..,..,..
Burundi,BDI,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.7,2.7,2.6,2.6,2.6,2.6,2.7,2.7,2.7,2.8,2.5,2.4,2.3,2.3,..
Burundi,BDI,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,538566.543006106,1524028.63247119,1367714.12346925,1196623.81138929,567226.890756303,1255434.74294,892500.106741911,600088.333002618,473679.874783755,3957.84890911789,1981922.46479085,100,100,2000000,238660.308306532,11683518.1913211,-11440.9127038289,..,..,44690.7076028704,584701.692574563,31593.7781888499,500245.093059071,3833208.34759484,348404.534569828,780582.003631939,3354999.1805922,604919.651526489,116727136.517749,81747197.2345183,49622865.7705811,55420.3566564864,316473.449369742,983747.1222,..
Botswana,BWA,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,3430000,5460000,5240000,5330000,8870000,10300000,17880000,18260000,16740000,13360000,14200000,17650000,31410000,36070000,36450000,50940000,47380000,47250000,68770000,99410000,105270000,96470000,101140000,103120000,101930000,95620000,100660000,154840000,149800000,157940000,145220000,131070000,111260000,129900000,85180000,89660000,74570000,121620000,106250000,60890000,30620000,28930000,37310000,28050000,46610000,48270000,66610000,105070000,723100000,282350000,154670000,118500000,73070000,107370000,99370000,65540000,90570000,102050000,..,..
Botswana,BWA,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,853415522.727124,951974126.488472,890060868.639427,966215866.926672,974040121.792443,884379394.219438,1118843131.81808,1497072655.98548,2047814238.8738,2379415566.45829,3200448385.59993,3475804828.36733,3695461538.41653,3877492041.74427,3448092737.96337,4010806634.57994,3920946352.68744,4235557849.84846,4327405840.18977,4607346307.3625,4763630210.17672,4785738275.60432,4115436844.94759,5372314116.14138,6221688044.25657,7199993219.6475,7087964260.24191,7613684215.96681,7644005904.92782,7108135151.13423,9237589337.96587,12365635822.1075,11486948334.7266,11198258963.6051,12362689031.9011,11161876658.5122,11830611346.33,13119551415.5023,..,..
Botswana,BWA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,..,1.93394652705751,1.36073532408942,1.1768267625891,2.54749887435996,3.84627562916239,5.78874200841352,7.58155107205396,2.16614944938689,1.58435525630051,5.97859338084315,4.66418002305255,10.775422187059,9.90661234168965,12.7969241420302,16.4672818635901,11.3155298830931,4.93738330972575,12.4668113551129,21.8563617393205,10.1902825306018,-0.0883228375673184,3.69541837301732,8.74548539650991,15.4269850658086,22.8936594333972,14.0612498737725,12.6940698261715,22.6970595680447,13.6487772580189,6.30001828412841,5.17771004176805,6.6392807298194,13.0647003892688,9.4638048397462,7.15529484011526,16.1121953779045,4.99060847378125,9.9672709345792,14.2352084541519,14.1709668913066,8.31282508915156,1.18737070455768,3.25908433023696,10.0787886208579,15.4717065647862,7.47313102325575,4.92760710038228,4.72939344986926,6.46252578231767,8.91999982857715,13.9581258665156,0.193771800794764,2.30911911105997,11.9038630984021,1.86533649350496,11.9532043641136,2.60892049281654,0.927813749299574,..
Botswana,BWA,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.49459041731066,8.52807363576594,3.57337151037938,1.25067345106256,1.31671820993269,9.62771285475793,5.10980335869097,0.460395847105028,-6.79556810775581,-18.3794997524694,-36.7713707057969,-45.5832701924534,-40.5116009760536,-40.0156110436063,-45.5904769332208,-40.6149985885895,-42.1908115090479,-40.3396524212313,-42.6263271124482,-35.8470207866282,-33.7973552426636,-73.6602538220627,-79.0923532898637,-63.3825419732349,-65.6835382599243,-70.377949653682,-28.7340074819851,-6.76573122606843,0.362724009550158,-5.47171971619208,-14.9167621865339,-18.4406280234841,-13.6951406932572,-1.11371646754752,10.8669478608671,7.98389937597219,15.0065924380379,12.937424620751,8.296003655485,12.4143185155645,16.061241061198,17.0528309672941,19.7694317075499,..
Botswana,BWA,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42.6,..,..,..,..,..,..,..,34.8,..,..,..,..,..,..,..,..,29.8,..,..,..,..,..,..,18.2,..,..,..,..,..,16.1,..,..,..,..
Botswana,BWA,"Gross intake ratio in first grade of primary education, total (% of relevant age group)",SE.PRM.GINT.ZS,..,..,..,..,..,..,..,..,..,..,64.2951126098633,50.9040107727051,63.5907211303711,94.6683120727539,88.1893768310547,104.410430908203,94.2313766479492,96.8256988525391,88.2724227905273,95.7109832763672,107.56371307373,99.9459381103516,98.0196685791016,101.640426635742,110.069641113281,111.415687561035,110.807571411133,112.63858795166,120.183898925781,118.387100219727,116.777366638184,120.941436767578,120.111419677734,114.870063781738,116.710021972656,120.48030090332,120.86247253418,..,118.827178955078,117.927856445313,117.9262,122.09668,118.24064,115.01337,110.61198,115.30115,113.63531,108.63957,102.46676,..,..,..,104.7495,103.5029,97.61289,..,..,..,..,..
Botswana,BWA,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.9,..,..,..,..,..,..,..,13.5,..,..,..,..,..,..,..,..,11.4,..,..,..,..,..,..,5.8,..,..,..,..,..,4.3,..,..,..,..
Botswana,BWA,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Botswana,BWA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-38268702.2467827,11270002.8304612,12233365.1123827,40813517.2929934,127851715.071269,111550709.397601,88438639.8238063,21074900.8946109,23793769.119755,62154696.152543,53611787.5922366,70404390.657485,113583514.209603,39921524.1272293,42186013.0205888,95889963.0424101,-8211493.78284392,-1564184.90561567,-286949434.086852,-14154569.0110668,70413220.7555473,71182310.7136662,100109748.737479,95318134.9210105,36675065.7829259,57171313.1719089,30680473.5531892,407997828.632639,418040911.863625,390889365.258246,420853645.921794,486912042.119022,494635511.689802,520918009.896953,208699416.069409,218380384.210613,1371087723.99501,542804860.564885,398456549.594684,515184275.524134,378553780.934978,122162734.741902,177114236.206951,228718290.832085,..
Burkina Faso,BFA,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,200000,1350000,4430000,4140000,15400000,17270000,16860000,19620000,22810000,24000000,21990000,28790000,34320000,56900000,96320000,88500000,79870000,109070000,156880000,196160000,209960000,214830000,210190000,181140000,182980000,188490000,268910000,268180000,286780000,265280000,326530000,419650000,433380000,468990000,433100000,490450000,419240000,369110000,400120000,398760000,179780000,390940000,440270000,540840000,647380000,698190000,900550000,942720000,1000380000,1083700000,1044620000,981980000,1152320000,1045080000,1123360000,996990000,1027490000,885390000,..,..
Burkina Faso,BFA,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1800086565.32839,1644127049.10744,1607086980.67936,1458253631.82998,1322982913.99179,1415815545.0841,1848929846.70381,2137638941.80939,2350400319.66103,2343389744.96287,2764302815.43803,2792747126.5004,1960817883.10885,2048364332.51623,1614445174.93583,2008441014.68819,2215551211.01183,2088638010.6301,2400059395.12917,2691620229.10091,2390595590.95847,2564783861.84447,2928615063.38898,3831783111.80155,4339872931.86905,4839872087.29383,5122859480.84363,5866057276.38669,7115579973.57068,6975569639.66629,7094645014.97123,8056353888.77722,8572169852.84017,9288433761.26476,9504426806.37199,7625072202.41758,7725863730.78763,8770542310.98477,..,..
Burkina Faso,BFA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,..,1.90060824159292,2.01037156928882,5.14752475377193,1.81221658164534,-0.656072018132505,2.30311694455929,-4.41100840457686,-0.263878695490504,6.91315419311771,1.78342721835254,3.37747532516022,7.29664525533123,2.67785896603871,11.0147093833144,8.17615597380488,6.72550566612924,18.6619763376394,14.5323254954963,7.75352551257913,8.69436852767463,13.5846193820109,9.04651641935372,5.40931696257103,6.5010852879021,0.757066706390177,-6.34567686396451,1.23732317293776,3.40855659996397,4.83162040803336,1.8100154220885,-3.96778074937191,0.227059619300093,-1.44183977917692,14.6389618840795,6.76956903382226,0.348705151441322,1.55619984969735,7.94031603254311,4.436483920219,-0.81977196782006,3.17962951791554,3.83794580276593,1.48477964024923,0.0906273098166537,3.73939649537559,-0.662821135193752,0.99499192347956,7.63918843265759,2.40547043493402,6.80610100069924,6.70594636267631,5.82397326927034,-2.1291753150384,-0.620379059562865,-3.07342979518701,-1.25973357925947,4.72734009520369,2.36803043737928,..
